"","Date","Song","Artist"
"29383","2019-12-11","A Love Letter To You 4","Trippie Redd"
"29384","2019-12-11","Lover","Taylor Swift"
"29385","2019-12-11","When We All Fall Asleep; Where Do We Go?","Billie Eilish"
"29386","2019-12-11","Christmas","Michael Buble"
"29387","2019-12-11","Summertime Shootout 3: Coldest Summer Ever","Fabolous"
"29388","2019-12-11","The Best Of Pentatonix Christmas","Pentatonix"
"29389","2019-12-11","Merry Christmas","Mariah Carey"
"29390","2019-12-11","Over It","Summer Walker"
"29391","2019-12-18","Please Excuse Me For Being Antisocial","Roddy Ricch"
"29392","2019-12-18","WHO","The Who"
"29393","2019-12-18","Romance","Camila Cabello"
"29394","2019-12-18","Hollywood's Bleeding","Post Malone"
"29395","2019-12-18","Bad Vibes Forever","XXXTENTACION"
"29396","2019-12-18","Goodbye & Good Riddance","Juice WRLD"
"29397","2019-12-18","Frozen II","Soundtrack"
"29398","2019-12-18","Christmas","Michael Buble"
"29399","2019-12-18","The Best Of Pentatonix Christmas","Pentatonix"
"29400","2019-12-18","Death Race For Love","Juice WRLD"
"29401","2019-12-25","Fine Line","Harry Styles"
"29402","2019-12-25","Fully Loaded: God's Country","Blake Shelton"
"29403","2019-12-25","Please Excuse Me For Being Antisocial","Roddy Ricch"
"29404","2019-12-25","Hollywood's Bleeding","Post Malone"
"29405","2019-12-25","Frozen II","Soundtrack"
"29406","2019-12-25","Christmas","Michael Buble"
"29407","2019-12-25","The Best Of Pentatonix Christmas","Pentatonix"
"29408","2019-12-25","Merry Christmas","Mariah Carey"
"29409","2019-12-25","When We All Fall Asleep; Where Do We Go?","Billie Eilish"
"29410","2019-12-25","Lover","Taylor Swift"
"29411","2020-01-01","Fine Line","Harry Styles"
"29412","2020-01-01","Christmas","Michael Buble"
"29413","2020-01-01","Please Excuse Me For Being Antisocial","Roddy Ricch"
"29414","2020-01-01","Merry Christmas","Mariah Carey"
"29415","2020-01-01","When We All Fall Asleep; Where Do We Go?","Billie Eilish"
"29416","2020-01-01","Hollywood's Bleeding","Post Malone"
"29417","2020-01-01","The Best Of Pentatonix Christmas","Pentatonix"
"29418","2020-01-01","The Christmas Song","Nat King Cole"
"29419","2020-01-01","Frozen II","Soundtrack"
"29420","2020-01-01","So Much Fun","Young Thug"
"29421","2020-01-08","JACKBOYS","JACKBOYS"
"29422","2020-01-08","Please Excuse Me For Being Antisocial","Roddy Ricch"
"29423","2020-01-08","Hollywood's Bleeding","Post Malone"
"29424","2020-01-08","Fine Line","Harry Styles"
"29425","2020-01-08","Frozen II","Soundtrack"
"29426","2020-01-08","When We All Fall Asleep; Where Do We Go?","Billie Eilish"
"29427","2020-01-08","So Much Fun","Young Thug"
"29428","2020-01-08","KIRK","DaBaby"
"29429","2020-01-08","Lover","Taylor Swift"
"29430","2020-01-08","Over It","Summer Walker"
"29431","2020-01-15","Please Excuse Me For Being Antisocial","Roddy Ricch"
"29432","2020-01-15","Hollywood's Bleeding","Post Malone"
"29433","2020-01-15","Fine Line","Harry Styles"
"29434","2020-01-15","JACKBOYS","JACKBOYS"
"29435","2020-01-15","Frozen II","Soundtrack"
"29436","2020-01-15","KIRK","DaBaby"
"29437","2020-01-15","When We All Fall Asleep; Where Do We Go?","Billie Eilish"
"29438","2020-01-15","So Much Fun","Young Thug"
"29439","2020-01-15","Over It","Summer Walker"
"29440","2020-01-15","Ghetto Gospel","Rod Wave"
"29441","2020-01-22","Rare","Selena Gomez"
"29442","2020-01-22","Please Excuse Me For Being Antisocial","Roddy Ricch"
"29443","2020-01-22","Time Served","Moneybagg Yo"
"29444","2020-01-22","Hollywood's Bleeding","Post Malone"
"29445","2020-01-22","KIRK","DaBaby"
"29446","2020-01-22","Fine Line","Harry Styles"
"29447","2020-01-22","JACKBOYS","JACKBOYS"
"29448","2020-01-22","Frozen II","Soundtrack"
"29449","2020-01-22","When We All Fall Asleep; Where Do We Go?","Billie Eilish"
"29450","2020-01-22","So Much Fun","Young Thug"
"29451","2020-01-29","Music To Be Murdered By","Eminem"
"29452","2020-01-29","Manic","Halsey"
"29453","2020-01-29","Circles","Mac Miller"
"29454","2020-01-29","Please Excuse Me For Being Antisocial","Roddy Ricch"
"29455","2020-01-29","Hollywood's Bleeding","Post Malone"
"29456","2020-01-29","Rare","Selena Gomez"
"29457","2020-01-29","Time Served","Moneybagg Yo"
"29458","2020-01-29","KIRK","DaBaby"
"29459","2020-01-29","Fine Line","Harry Styles"
"29460","2020-01-29","When We All Fall Asleep; Where Do We Go?","Billie Eilish"
"29461","2020-02-05","Please Excuse Me For Being Antisocial","Roddy Ricch"
"29462","2020-02-05","Music To Be Murdered By","Eminem"
"29463","2020-02-05","When We All Fall Asleep; Where Do We Go?","Billie Eilish"
"29464","2020-02-05","Manic","Halsey"
"29465","2020-02-05","Hollywood's Bleeding","Post Malone"
"29466","2020-02-05","Circles","Mac Miller"
"29467","2020-02-05","KIRK","DaBaby"
"29468","2020-02-05","Fine Line","Harry Styles"
"29469","2020-02-05","Time Served","Moneybagg Yo"
"29470","2020-02-05","JACKBOYS","JACKBOYS"
"29471","2020-02-12","Funeral","Lil Wayne"
"29472","2020-02-12","Please Excuse Me For Being Antisocial","Roddy Ricch"
"29473","2020-02-12","Music To Be Murdered By","Eminem"
"29474","2020-02-12","SHAKE THE SNOW GLOBE","Russ"
"29475","2020-02-12","Hollywood's Bleeding","Post Malone"
"29476","2020-02-12","When We All Fall Asleep; Where Do We Go?","Billie Eilish"
"29477","2020-02-12","High Road","Kesha"
"29478","2020-02-12","Manic","Halsey"
"29479","2020-02-12","Walls","Louis Tomlinson"
"29480","2020-02-12","Untrapped","Yo Gotti"
"29481","2020-02-19","Please Excuse Me For Being Antisocial","Roddy Ricch"
"29482","2020-02-19","Hollywood's Bleeding","Post Malone"
"29483","2020-02-19","Music To Be Murdered By","Eminem"
"29484","2020-02-19","Father Of All...","Green Day"
"29485","2020-02-19","When We All Fall Asleep; Where Do We Go?","Billie Eilish"
"29486","2020-02-19","Funeral","Lil Wayne"
"29487","2020-02-19","Meet The Woo; V.2","Pop Smoke"
"29488","2020-02-19","Manic","Halsey"
"29489","2020-02-19","KIRK","DaBaby"
"29490","2020-02-19","Lover","Taylor Swift"
"29491","2020-02-26","Changes","Justin Bieber"
"29492","2020-02-26","Artist 2.0","A Boogie Wit da Hoodie"
"29493","2020-02-26","The Slow Rush","Tame Impala"
"29494","2020-02-26","Please Excuse Me For Being Antisocial","Roddy Ricch"
"29495","2020-02-26","ALL ABOUT LUV","MONSTA X"
"29496","2020-02-26","Hollywood's Bleeding","Post Malone"
"29497","2020-02-26","When We All Fall Asleep; Where Do We Go?","Billie Eilish"
"29498","2020-02-26","Meet The Woo; V.2","Pop Smoke"
"29499","2020-02-26","Music To Be Murdered By","Eminem"
"29500","2020-02-26","Manic","Halsey"
"29501","2020-03-04","MAP OF THE SOUL : 7","BTS"
"29502","2020-03-04","Still Flexin; Still Steppin","YoungBoy Never Broke Again"
"29503","2020-03-04","Ordinary Man","Ozzy Osbourne"
"29504","2020-03-04","Changes","Justin Bieber"
"29505","2020-03-04","Please Excuse Me For Being Antisocial","Roddy Ricch"
"29506","2020-03-04","Artist 2.0","A Boogie Wit da Hoodie"
"29507","2020-03-04","Hollywood's Bleeding","Post Malone"
"29508","2020-03-04","Meet The Woo; V.2","Pop Smoke"
"29509","2020-03-04","A Love Letter To You 4","Trippie Redd"
"29510","2020-03-04","When We All Fall Asleep; Where Do We Go?","Billie Eilish"
"29511","2020-03-11","My Turn","Lil Baby"
"29512","2020-03-11","YHLQMDLG","Bad Bunny"
"29513","2020-03-11","MAP OF THE SOUL : 7","BTS"
"29514","2020-03-11","American Standard","James Taylor"
"29515","2020-03-11","Please Excuse Me For Being Antisocial","Roddy Ricch"
"29516","2020-03-11","Changes","Justin Bieber"
"29517","2020-03-11","PTSD","G Herbo"
"29518","2020-03-11","F8","Five Finger Death Punch"
"29519","2020-03-11","Hollywood's Bleeding","Post Malone"
"29520","2020-03-11","Still Flexin; Still Steppin","YoungBoy Never Broke Again"
"29521","2020-03-18","Eternal Atake","Lil Uzi Vert"
"29522","2020-03-18","Chilombo","Jhene Aiko"
"29523","2020-03-18","YHLQMDLG","Bad Bunny"
"29524","2020-03-18","My Turn","Lil Baby"
"29525","2020-03-18","NCT #127: Neo Zone; The 2nd Album","NCT 127"
"29526","2020-03-18","Please Excuse Me For Being Antisocial","Roddy Ricch"
"29527","2020-03-18","Hollywood's Bleeding","Post Malone"
"29528","2020-03-18","MAP OF THE SOUL : 7","BTS"
"29529","2020-03-18","Changes","Justin Bieber"
"29530","2020-03-18","Suga","Megan Thee Stallion"
"29531","2020-03-25","Eternal Atake","Lil Uzi Vert"
"29532","2020-03-25","My Turn","Lil Baby"
"29533","2020-03-25","YHLQMDLG","Bad Bunny"
"29534","2020-03-25","Heartbreak Weather","Niall Horan"
"29535","2020-03-25","Chilombo","Jhene Aiko"
"29536","2020-03-25","Please Excuse Me For Being Antisocial","Roddy Ricch"
"29537","2020-03-25","Heaven Or Hell","Don Toliver"
"29538","2020-03-25","Hollywood's Bleeding","Post Malone"
"29539","2020-03-25","Changes","Justin Bieber"
"29540","2020-03-25","Frozen II","Soundtrack"
"29541","2020-04-01","After Hours","The Weeknd"
"29542","2020-04-01","Eternal Atake","Lil Uzi Vert"
"29543","2020-04-01","My Turn","Lil Baby"
"29544","2020-04-01","YHLQMDLG","Bad Bunny"
"29545","2020-04-01","Kid Krow","Conan Gray"
"29546","2020-04-01","Please Excuse Me For Being Antisocial","Roddy Ricch"
"29547","2020-04-01","Hollywood's Bleeding","Post Malone"
"29548","2020-04-01","Chilombo","Jhene Aiko"
"29549","2020-04-01","The Best Of Kenny Rogers: Through The Years","Kenny Rogers"
"29550","2020-04-01","Frozen II","Soundtrack"
"29551","2020-04-08","After Hours","The Weeknd"
"29552","2020-04-08","C A L M","5 Seconds Of Summer"
"29553","2020-04-08","Eternal Atake","Lil Uzi Vert"
"29554","2020-04-08","Future Nostalgia","Dua Lipa"
"29555","2020-04-08","Gigaton","Pearl Jam"
"29556","2020-04-08","My Turn","Lil Baby"
"29557","2020-04-08","YHLQMDLG","Bad Bunny"
"29558","2020-04-08","PARTYMOBILE","PARTYNEXTDOOR"
"29559","2020-04-08","Please Excuse Me For Being Antisocial","Roddy Ricch"
"29560","2020-04-08","ADHD","Joyner Lucas"
"29561","2020-04-15","After Hours","The Weeknd"
"29562","2020-04-15","Pray 4 Love","Rod Wave"
"29563","2020-04-15","Eternal Atake","Lil Uzi Vert"
"29564","2020-04-15","My Turn","Lil Baby"
"29565","2020-04-15","SOUTHSIDE","Sam Hunt"
"29566","2020-04-15","YHLQMDLG","Bad Bunny"
"29567","2020-04-15","Please Excuse Me For Being Antisocial","Roddy Ricch"
"29568","2020-04-15","Future Nostalgia","Dua Lipa"
"29569","2020-04-15","Hollywood's Bleeding","Post Malone"
"29570","2020-04-15","Chilombo","Jhene Aiko"
"29571","2020-04-22","After Hours","The Weeknd"
"29572","2020-04-22","The New Toronto 3","Tory Lanez"
"29573","2020-04-22","Eternal Atake","Lil Uzi Vert"
"29574","2020-04-22","My Turn","Lil Baby"
"29575","2020-04-22","YHLQMDLG","Bad Bunny"
"29576","2020-04-22","Hollywood's Bleeding","Post Malone"
"29577","2020-04-22","Please Excuse Me For Being Antisocial","Roddy Ricch"
"29578","2020-04-22","The New Abnormal","The Strokes"
"29579","2020-04-22","Pray 4 Love","Rod Wave"
"29580","2020-04-22","Future Nostalgia","Dua Lipa"
"29581","2020-04-29","BLAME IT ON BABY","DaBaby"
"29582","2020-04-29","After Hours","The Weeknd"
"29583","2020-04-29","Eternal Atake","Lil Uzi Vert"
"29584","2020-04-29","Fetch The Bolt Cutters","Fiona Apple"
"29585","2020-04-29","My Turn","Lil Baby"
"29586","2020-04-29","Hollywood's Bleeding","Post Malone"
"29587","2020-04-29","YHLQMDLG","Bad Bunny"
"29588","2020-04-29","Please Excuse Me For Being Antisocial","Roddy Ricch"
"29589","2020-04-29","Pray 4 Love","Rod Wave"
"29590","2020-04-29","The New Toronto 3","Tory Lanez"
"29591","2020-05-06","38 Baby 2","YoungBoy Never Broke Again"
"29592","2020-05-06","BLAME IT ON BABY","DaBaby"
"29593","2020-05-06","Eternal Atake","Lil Uzi Vert"
"29594","2020-05-06","After Hours","The Weeknd"
"29595","2020-05-06","My Turn","Lil Baby"
"29596","2020-05-06","Hollywood's Bleeding","Post Malone"
"29597","2020-05-06","YHLQMDLG","Bad Bunny"
"29598","2020-05-06","Please Excuse Me For Being Antisocial","Roddy Ricch"
"29599","2020-05-06","ASTROWORLD","Travis Scott"
"29600","2020-05-06","Suga","Megan Thee Stallion"
"29601","2020-05-13","Here And Now","Kenny Chesney"
"29602","2020-05-13","Dark Lane Demo Tapes","Drake"
"29603","2020-05-13","My Turn","Lil Baby"
"29604","2020-05-13","BLAME IT ON BABY","DaBaby"
"29605","2020-05-13","Eternal Atake","Lil Uzi Vert"
"29606","2020-05-13","After Hours","The Weeknd"
"29607","2020-05-13","Suga","Megan Thee Stallion"
"29608","2020-05-13","Hollywood's Bleeding","Post Malone"
"29609","2020-05-13","Hot Pink","Doja Cat"
"29610","2020-05-13","YHLQMDLG","Bad Bunny"
"29611","2020-05-20","Good Intentions","NAV"
"29612","2020-05-20","It Was Good Until It Wasn't","Kehlani"
"29613","2020-05-20","Dark Lane Demo Tapes","Drake"
"29614","2020-05-20","My Turn","Lil Baby"
"29615","2020-05-20","Just Cause Y'all Waited 2","Lil Durk"
"29616","2020-05-20","BLAME IT ON BABY","DaBaby"
"29617","2020-05-20","Las Que No Iban A Salir","Bad Bunny"
"29618","2020-05-20","Eternal Atake","Lil Uzi Vert"
"29619","2020-05-20","After Hours","The Weeknd"
"29620","2020-05-20","Hollywood's Bleeding","Post Malone"
"29621","2020-05-27","High Off Life","Future"
"29622","2020-05-27","The GOAT","Polo G"
"29623","2020-05-27","My Turn","Lil Baby"
"29624","2020-05-27","Dark Lane Demo Tapes","Drake"
"29625","2020-05-27","BLAME IT ON BABY","DaBaby"
"29626","2020-05-27","Eternal Atake","Lil Uzi Vert"
"29627","2020-05-27","After Hours","The Weeknd"
"29628","2020-05-27","Hollywood's Bleeding","Post Malone"
"29629","2020-05-27","Reunions","Jason Isbell And The 400 Unit"
"29630","2020-05-27","Good Intentions","NAV"
"29631","2020-06-03","Wunna","Gunna"
"29632","2020-06-03","My Turn","Lil Baby"
"29633","2020-06-03","High Off Life","Future"
"29634","2020-06-03","Notes On A Conditional Form","The 1975"
"29635","2020-06-03","The GOAT","Polo G"
"29636","2020-06-03","Dark Lane Demo Tapes","Drake"
"29637","2020-06-03","BLAME IT ON BABY","DaBaby"
"29638","2020-06-03","After Hours","The Weeknd"
"29639","2020-06-03","Eternal Atake","Lil Uzi Vert"
"29640","2020-06-03","Hollywood's Bleeding","Post Malone"
"29641","2020-06-10","Chromatica","Lady Gaga"
"29642","2020-06-10","Life On The Flip Side","Jimmy Buffett"
"29643","2020-06-10","My Turn","Lil Baby"
"29644","2020-06-10","Wunna","Gunna"
"29645","2020-06-10","High Off Life","Future"
"29646","2020-06-10","Dark Lane Demo Tapes","Drake"
"29647","2020-06-10","The GOAT","Polo G"
"29648","2020-06-10","Emmanuel","Anuel AA"
"29649","2020-06-10","BLAME IT ON BABY","DaBaby"
"29650","2020-06-10","RTJ4","Run The Jewels"
"29651","2020-06-17","My Turn","Lil Baby"
"29652","2020-06-17","Chromatica","Lady Gaga"
"29653","2020-06-17","Wunna","Gunna"
"29654","2020-06-17","High Off Life","Future"
"29655","2020-06-17","Dark Lane Demo Tapes","Drake"
"29656","2020-06-17","BLAME IT ON BABY","DaBaby"
"29657","2020-06-17","The GOAT","Polo G"
"29658","2020-06-17","Hollywood's Bleeding","Post Malone"
"29659","2020-06-17","Eternal Atake","Lil Uzi Vert"
"29660","2020-06-17","After Hours","The Weeknd"
"29661","2020-06-24","My Turn","Lil Baby"
"29662","2020-06-24","Chromatica","Lady Gaga"
"29663","2020-06-24","BLAME IT ON BABY","DaBaby"
"29664","2020-06-24","Hollywood's Bleeding","Post Malone"
"29665","2020-06-24","Dark Lane Demo Tapes","Drake"
"29666","2020-06-24","High Off Life","Future"
"29667","2020-06-24","Wunna","Gunna"
"29668","2020-06-24","Eternal Atake","Lil Uzi Vert"
"29669","2020-06-24","The GOAT","Polo G"
"29670","2020-06-24","After Hours","The Weeknd"
"29671","2020-07-01","My Turn","Lil Baby"
"29672","2020-07-01","Rough And Rowdy Ways","Bob Dylan"
"29673","2020-07-01","Artist 2.0","A Boogie Wit da Hoodie"
"29674","2020-07-01","BLAME IT ON BABY","DaBaby"
"29675","2020-07-01","Hollywood's Bleeding","Post Malone"
"29676","2020-07-01","Chromatica","Lady Gaga"
"29677","2020-07-01","Dark Lane Demo Tapes","Drake"
"29678","2020-07-01","The Album","Teyana Taylor"
"29679","2020-07-01","Eternal Atake","Lil Uzi Vert"
"29680","2020-07-01","The GOAT","Polo G"
"29681","2020-07-08","My Turn","Lil Baby"
"29682","2020-07-08","Just Cause Y'all Waited 2","Lil Durk"
"29683","2020-07-08","BLAME IT ON BABY","DaBaby"
"29684","2020-07-08","Hollywood's Bleeding","Post Malone"
"29685","2020-07-08","After Hours","The Weeknd"
"29686","2020-07-08","Fine Line","Harry Styles"
"29687","2020-07-08","The GOAT","Polo G"
"29688","2020-07-08","Eternal Atake","Lil Uzi Vert"
"29689","2020-07-08","Dark Lane Demo Tapes","Drake"
"29690","2020-07-08","High Off Life","Future"
"29691","2020-07-15","Shoot For The Stars Aim For The Moon","Pop Smoke"
"29692","2020-07-15","Hamilton: An American Musical","Original Broadway Cast"
"29693","2020-07-15","My Turn","Lil Baby"
"29694","2020-07-15","BLAME IT ON BABY","DaBaby"
"29695","2020-07-15","Hollywood's Bleeding","Post Malone"
"29696","2020-07-15","After Hours","The Weeknd"
"29697","2020-07-15","Fine Line","Harry Styles"
"29698","2020-07-15","The GOAT","Polo G"
"29699","2020-07-15","Eternal Atake","Lil Uzi Vert"
"29700","2020-07-15","Just Cause Y'all Waited 2","Lil Durk"
"29701","2020-07-22","Legends Never Die","Juice WRLD"
"29702","2020-07-22","Shoot For The Stars Aim For The Moon","Pop Smoke"
"29703","2020-07-22","Hamilton: An American Musical","Original Broadway Cast"
"29704","2020-07-22","My Turn","Lil Baby"
"29705","2020-07-22","Hollywood's Bleeding","Post Malone"
"29706","2020-07-22","BLAME IT ON BABY","DaBaby"
"29707","2020-07-22","Fine Line","Harry Styles"
"29708","2020-07-22","Life On Earth (EP)","Summer Walker"
"29709","2020-07-22","After Hours","The Weeknd"
"29710","2020-07-22","The GOAT","Polo G"
"29711","2020-07-29","Legends Never Die","Juice WRLD"
"29712","2020-07-29","Shoot For The Stars Aim For The Moon","Pop Smoke"
"29713","2020-07-29","Gaslighter","The Chicks"
"29714","2020-07-29","Hamilton: An American Musical","Original Broadway Cast"
"29715","2020-07-29","My Turn","Lil Baby"
"29716","2020-07-29","Chilombo","Jhene Aiko"
"29717","2020-07-29","Hollywood's Bleeding","Post Malone"
"29718","2020-07-29","BLAME IT ON BABY","DaBaby"
"29719","2020-07-29","Fine Line","Harry Styles"
"29720","2020-07-29","After Hours","The Weeknd"
"29721","2020-08-05","Folklore","Taylor Swift"
"29722","2020-08-05","No Pressure","Logic"
"29723","2020-08-05","Legends Never Die","Juice WRLD"
"29724","2020-08-05","Shoot For The Stars Aim For The Moon","Pop Smoke"
"29725","2020-08-05","Hamilton: An American Musical","Original Broadway Cast"
"29726","2020-08-05","Wunna","Gunna"
"29727","2020-08-05","My Turn","Lil Baby"
"29728","2020-08-05","F*ck Love","The Kid LAROI"
"29729","2020-08-05","Hollywood's Bleeding","Post Malone"
"29730","2020-08-05","Fine Line","Harry Styles"
"29731","2020-08-12","Folklore","Taylor Swift"
"29732","2020-08-12","Shoot For The Stars Aim For The Moon","Pop Smoke"
"29733","2020-08-12","Legends Never Die","Juice WRLD"
"29734","2020-08-12","Hamilton: An American Musical","Original Broadway Cast"
"29735","2020-08-12","My Turn","Lil Baby"
"29736","2020-08-12","BLAME IT ON BABY","DaBaby"
"29737","2020-08-12","Fine Line","Harry Styles"
"29738","2020-08-12","Wunna","Gunna"
"29739","2020-08-12","Hollywood's Bleeding","Post Malone"
"29740","2020-08-12","The Lion King: The Gift (Soundtrack)","Beyonce & Various Artists"
"29741","2020-08-19","Folklore","Taylor Swift"
"29742","2020-08-19","Legends Never Die","Juice WRLD"
